dataset,arm,seed,lr,checkpoint,reconciliation,primary,bottom_rmsse,raw_mae,coherence_mae,coherence_max
Labour,LORA_SELF,92111,0.0003,512,unreconciled,0.8370854626964747,1.050581075395527,12.342737002258566,2.8333519715653863,147.55169773101807
Labour,LORA_SELF,92111,0.0003,512,bottom_up,0.8164784726116392,1.050581075395527,11.656761911172755,0.0,0.0
Labour,LORA_SELF,92111,0.0003,512,mint_shrink,0.9077565540962549,1.156599815519589,13.030962174455802,3.350747493247954e-13,4.547473508864641e-11
Labour,LORA_SELF,92111,0.0003,512,ols,0.8494418955480985,1.0573978084295117,12.470091394662553,6.831867842817056e-13,1.0913936421275139e-10
Labour,LORA_POOL,92111,0.0003,256,unreconciled,0.7811466262565545,1.0702935466366894,10.88726983808248,2.8936205923566702,142.091965675354
Labour,LORA_POOL,92111,0.0003,256,bottom_up,0.7933935377266623,1.0702935466366894,10.632802953018484,0.0,0.0
Labour,LORA_POOL,92111,0.0003,256,mint_shrink,0.8580423658978685,1.142643429272598,11.966235451780536,3.528880119120291e-13,4.3655745685100555e-11
Labour,LORA_POOL,92111,0.0003,256,ols,0.77817618760193,1.050399035966193,10.927008116377145,7.171714357724662e-13,1.1459633242338896e-10
Labour,LORA_HIER,92111,0.0003,512,unreconciled,0.8370564880199582,1.0507223239643686,12.339714489908886,2.8332209204617547,146.97506523132324
Labour,LORA_HIER,92111,0.0003,512,bottom_up,0.8168140547209826,1.0507223239643686,11.658807278314791,0.0,0.0
Labour,LORA_HIER,92111,0.0003,512,mint_shrink,0.9071135751286644,1.1553705179617926,13.015939306936685,3.312101133370691e-13,4.001776687800884e-11
Labour,LORA_HIER,92111,0.0003,512,ols,0.8492984921546266,1.057346068633512,12.466161792158859,6.470080078186179e-13,1.1823431123048067e-10
Labour,LORA,92112,0.0003,512,unreconciled,0.798569510866896,1.0372621293100615,11.55229344570536,2.803364375671241,119.1286211013794
Labour,LORA,92112,0.0003,512,bottom_up,0.7902148377390682,1.0372621293100615,11.177905935014921,0.0,0.0
Labour,LORA,92112,0.0003,512,mint_shrink,0.8802285748795713,1.1350708106236784,12.498656215263841,3.4474799075749594e-13,4.001776687800884e-11
Labour,LORA,92112,0.0003,512,ols,0.816831482018677,1.0414675130391458,11.66148537054238,6.813054238927659e-13,1.1095835361629725e-10
Labour,LORA_SELF,92112,0.0003,512,unreconciled,0.798494774475869,1.0370640132868656,11.54787426049691,2.7939143015043193,117.74846935272217
Labour,LORA_SELF,92112,0.0003,512,bottom_up,0.7899176195056643,1.0370640132868656,11.175613286260953,0.0,0.0
Labour,LORA_SELF,92112,0.0003,512,mint_shrink,0.8813542857666992,1.1353542662577387,12.521474319603264,3.503376048424682e-13,4.3655745685100555e-11
Labour,LORA_SELF,92112,0.0003,512,ols,0.8166560536228791,1.0413016882150037,11.656996834810634,6.870008838017391e-13,1.2369127944111824e-10
Labour,LORA_POOL,92112,0.0003,512,unreconciled,0.7986339104005771,1.036816267681923,11.554890037694868,2.7845440220263815,117.39303684234619
Labour,LORA_POOL,92112,0.0003,512,bottom_up,0.7900933241151344,1.036816267681923,11.186206678867316,0.0,0.0
Labour,LORA_POOL,92112,0.0003,512,mint_shrink,0.881634366265731,1.1353177436810045,12.527081801853448,3.4262573987255417e-13,4.001776687800884e-11
Labour,LORA_POOL,92112,0.0003,512,ols,0.8166991859084416,1.0410489237920728,11.662934224429101,6.977777855372186e-13,1.2187229003757238e-10
Labour,LORA_HIER,92112,0.0003,512,unreconciled,0.7986151678736503,1.0367298274974002,11.556051039223235,2.7821827440893405,117.67092514038086
Labour,LORA_HIER,92112,0.0003,512,bottom_up,0.7900673535400944,1.0367298274974002,11.190756817077268,0.0,0.0
Labour,LORA_HIER,92112,0.0003,512,mint_shrink,0.8818303892999254,1.1339201899128244,12.538402447273578,3.409706705556165e-13,4.18367562815547e-11
Labour,LORA_HIER,92112,0.0003,512,ols,0.8166782723230073,1.0410123591097837,11.664350017372742,7.086964701403916e-13,1.1095835361629725e-10
Labour,F0,-1,0.0,0,unreconciled,1.0696127724776188,1.335453700481634,16.545204207142312,7.547842141442791,327.9967374801636
Labour,F0,-1,0.0,0,bottom_up,1.3963759644659839,1.335453700481634,22.695940733382788,0.0,0.0
Labour,F0,-1,0.0,0,mint_shrink,1.0900131617617674,1.2743027718211266,15.011049254325684,3.7426971063467886e-13,4.547473508864641e-11
Labour,F0,-1,0.0,0,ols,1.0732365265796702,1.203647261722835,15.193724953868218,6.763747491948764e-13,1.2732925824820995e-10
Labour,SeasonalNaive,-1,0.0,0,unreconciled,1.3356548768901533,1.3933983930003662,22.974933751857122,1.9601692027249453e-14,1.8189894035458565e-12
Labour,SeasonalNaive,-1,0.0,0,bottom_up,1.335654876890153,1.3933983930003662,22.974933751857122,0.0,0.0
Labour,SeasonalNaive,-1,0.0,0,mint_shrink,1.3356548768901528,1.393398393000366,22.974933751857133,3.3456348872663704e-13,3.456079866737127e-11
Labour,SeasonalNaive,-1,0.0,0,ols,1.335654876890156,1.3933983930003668,22.97493375185718,6.547555290740707e-13,7.639755494892597e-11
Labour,AutoETS,-1,0.0,0,unreconciled,0.8982942401928986,1.1536778708427935,13.00129459813599,5.306513897606755,341.53230161083593
Labour,AutoETS,-1,0.0,0,bottom_up,0.9912993388737179,1.1536778708427935,15.091964549666798,0.0,0.0
Labour,AutoETS,-1,0.0,0,mint_shrink,0.9537039501677294,1.1939447168848871,13.727674235643732,3.1506932707231165e-13,3.637978807091713e-11
Labour,AutoETS,-1,0.0,0,ols,1.0379892132846051,1.2396305935621021,13.000744944844785,6.741463717277799e-13,1.0550138540565968e-10
